IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",22019169
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",22357034
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",22729269
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",23111782
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",23469580
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",23820237
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",24195702
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",24590334
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",24979230
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",25357170
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",429979
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",440395
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",450761
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",461217
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",471785
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",482486
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",493430
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",504619
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",516001
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",527834
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",540394
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",553721
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",567763
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",582365
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",597376
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",612660
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",628102
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",643634
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",659249
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",674993
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",333927
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",340749
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",347463
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",354045
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",360461
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",366718
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",372808
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",378749
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",384568
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",390311
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",396053
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",401506
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",406634
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",411703
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",416656
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",421437
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",425994
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",430277
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",434275
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",438049
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",12118841
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",12338192
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",12561779
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",12787711
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",13016371
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",13246583
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",13477779
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",13714791
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",13943889
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",14155741
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",14363532
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",14573885
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",14786641
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",14999683
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",15210817
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",15417523
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",15624584
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",15830689
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",16025239
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",116,"Cambodia","KH","KHM",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",16207746
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1264099069
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1272739582
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1280926121
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1288873367
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1296816711
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1304887562
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1313086568
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1321513224
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1330167149
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1339125595
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1348191368
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1357095481
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1366560818
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1376100308
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1385189669
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1393715449
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1401889681
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1410275957
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1417069469
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",156,"China","CN","CHN",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1421864031
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",832509
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",841320
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",849892
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",858306
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",866695
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",874924
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",883083
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",890648
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",896731
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",901383
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",905170
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",908355
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",911059
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",913453
